Co_ID|PO ID|Exchange|Name| Root_Ticker | qmv | OS_Shares | tech_sub_sec | cps | re |Sector| Sub_Sector |type_of_listing|date_of_listing|QT_Date|RTO_Date|Date_of_amalgamation|Interlisted|formar_cpc_or_cpc|Ven_50_2018|Index|hq_location|hq_region|usa_city|USA_State|Asia_Region|clean_tech_primary|clean_tech_sub_sector|Section|trust| volume_ytd | value_ ytd | num_traded_share_ytd | num_of_month_trading_data |AFRICA|AUS_NZ_PNG|CANADA|CHINA_ ASIA|LATIN_AMERICA|OTHER|UK_EUROPE|USA|Oil_Gas|Gold|Silver|Copper|Nickel|Diamond|Molybdenum|Platinum_PGM|Iron|Lead|Zinc|Rare Earths|Potash|Lithium|Uranium|Coal|Tungsten|base_ precious_metals|mineral_properties|other_properties|
V-00055|1008741|TSXV |Elysee Development Corp.|ELC| 7,972,503 | 21,842,474 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 866,666 | 293,916 | 326 |6|||NT, SK|||||||1|||||||||||||1||||1||
V-03654|1139180|TSXV |Emerita Resources Corp.|EMO| 9,911,708 | 141,595,829 ||||Mining||QT|20101013|20130111||||Yes|||Spain|UK/Europe||||||Tier2|| 18,865,770 | 1,849,059 | 810 |6|||||||Spain|||1|||||||||||||||||||
V-00627|28733|TSXV |Emgold Mining Corporation|EMR| 1,511,960 | 8,399,778 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 194,799 | 31,842 | 113 |6||||||||NV||1|||||||||||||||||||
V-00287|22181|TSXV |Empire Metals Corp.|EP| 7,346,374 | 48,975,829 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 224,617 | 46,082 | 57 |6|||AB|||||||||||||||||||1||||||Boron, Bromine, Magnesium, Potassium|
V-00654|1023415|TSXV |EMX Royalty Corporation|EMX| 106,866,703 | 79,751,271 ||||Mining|||20031203||||NYSE MKT|No||1|BC|Canada||||||Tier1|| 3,206,657 | 3,850,004 | 3,414 |6||Australia, New Zealand|||Haiti,Peru|Kyrgyzstan|Norway,Serbia,Slovakia,Sweden,Turkey|AZ,NV,OR,UT,WY||1|1|1||||||||||||||1|||
V-00030|11408|TSXV |Encanto Potash Corp.|EPO| 9,697,970 | 44,081,683 ||||Mining|Agriculture|RTO from NEX|||20090715 NEX|||No||1|BC|Canada||||||Tier2|| 50,504,366 | 2,380,605 | 2,726 |6|||SK||||||||||||||||||1||||||||
V-03124|1133795|TSXV |enCore Energy Corp.|EU| 5,549,950 | 114,492,750 ||||Mining||RTO|20100512|20100902|20130521|||Yes|||USA|USA|Reno|NV||||Tier1|| 12,379,739 | 640,743 | 952 |6||||||||NM|||||||||||||||1||||||
V-00633|1101624|TSXV |Endurance Gold Corporation|EDG| 7,728,749 | 110,410,700 ||||Mining||Other|20050804|||||No|||BC|Canada||||||Tier2|| 2,442,984 | 147,163 | 106 |6|||ON,YT|||||AK,WY||1||1|1|||||||1|||||||||
V-04016|1154680|TSXV |Enerspar Corp.|ENER| 1,426,750 | 23,760,000 ||||Mining||QT from NEX|20120504|20170403 NEX||||Yes|||ON|Canada||||||||||||||Quebec||||||||||||||||||||||||||
V-03761|1140460|TSXV |Enforcer Gold Corp.|VEIN| 3,219,437 | 64,388,734 ||||Mining||QT|20110415|20130419||||Yes|||BC|Canada||||||Tier2|| 20,594,494 | 1,436,347 | 1,078 |6|||Quebec|||||||1||||||||||||1|||||||
V-04454|1181465|TSXV |Engineer Gold Mines Ltd.|EAU| 1,737,275 | 20,438,525 ||||Mining||Other|20180626|||||No|||BC|Canada||||||Tier2|| 135,350 | 13,595 | 20 |1|||BC|||||||1|||||||||||||||||||
V-00752|24893|TSXV |Engold Mines Ltd.|EGM| 37,532,070 | 197,537,209 ||||Mining||||||||No||1|BC|Canada||||||Tier2|| 4,474,343 | 992,832 | 722 |6|||BC|||||||1|1|1|||||||||||||||||
V-00262|15685|TSXV |ePower Metals Inc.|EPWR| 6,785,685 | 33,928,423 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 5,452,941 | 1,370,126 | 522 |6||||||||ID||||||||||||||||||||Cobalt|
V-02583|1113555|TSXV |Equinox Gold Corp.|EQX| 414,802,211 | 423,267,562 ||||Mining||RTO|20070813|20090918|20130715|20171222||Yes||1|BC|Canada||||||Tier1|| 60,101,894 | 66,868,786 | 22,476 |6|||BC||Brazil, Chile,Ecuador,Mexico, Peru|||CA||1||1|||||||||||||||||
V-03816|1141630|TSXV |Equitorial Exploration Corp.|EXX| 5,682,344 | 79,825,831 ||||Mining||QT|20110714|20130524||||Yes|||BC|Canada||||||Tier2|| 44,369,659 | 4,005,050 | 1,805 |6|||||Colombia|||||1||1||||||||||||||1|||
V-00648|1023749|TSXV |Erin Ventures Inc.|EV| 11,350,859 | 66,792,058 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 8,213,267 | 1,158,382 | 1,090 |6|||YT||||Serbia|NC||1||||||||||||||||1|||
V-00266|27371|TSXV |Eros Resources Corp.|ERC| 5,329,154 | 48,446,854 ||||Mining||RTO from NEX|||20070615 NEX|||No|||BC|Canada||||||Tier1|| 6,200,715 | 963,265 | 650 |6|||Quebec, SK|||||NV||1|1|1|||||||1||||1||||||
V-01075|27392|TSXV |Eskay Mining Corp.|ESK| 25,255,994 | 112,248,864 ||||Mining||||||||No||1|BC|Canada||||||Tier2|| 3,542,900 | 859,539 | 649 |6|||BC|||||||1|1||||||||||||||||||
V-04329|1176100|TSXV |Essex Minerals Inc.|ESX| 747,401 | 10,375,007 ||||Mining||IPO|20170315|||||No|||BC|Canada||||||Tier2|| 893,618 | 130,303 | 94 |6|||BC|||||||1||1|||||||||||||||||
V-02692|1115632|TSXV |Ethos Gold Corp.|ECC| 7,581,661 | 47,385,381 ||||Mining||QT|20071214|20090720|||OTCQB|Yes|||BC|Canada||||||Tier2|| 3,204,128 | 569,231 | 405 |6|||YT|||||||1|||||||||||||||||||
V-00655|29225|TSXV |Eureka Resources, Inc.|EUK| 1,047,419 | 34,913,972 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 6,656,165 | 220,405 | 210 |2|||||||||||||||||||||||||||||
V-02650|1114336|TSXV |European Electric Metals Inc.|EVX| 6,897,516 | 41,803,126 ||||Mining||Other|20071019|||||No|||BC|Canada||||||Tier2|| 6,830,158 | 1,086,344 | 671 |6|||||||Albania,Kosovo|||||1|1||||||1|||||||||Cobalt|
V-02995|1121560|TSXV |Eurotin Inc.|TIN| 6,404,480 | 106,741,332 ||||Mining||QT|20090702|20110420||||Yes|||ON|Canada||||||Tier2|| 1,488,135 | 108,448 | 96 |5|||||||Spain|||||||||||||||||||||Tin|
V-00663|1023241|TSXV |Everton Resources Inc.|EVR| 3,725,379 | 93,134,470 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 36,930,143 | 1,535,179 | 1,454 |6|||ON,Quebec||Dominican Republic|||||1|1|1|||||||||||||||||
V-03712|1144950|TSXV |Evrim Resources Corp.|EVM| 86,491,399 | 79,349,907 ||||Mining||Other|20110125|||||No||1|BC|Canada||||||Tier2|| 38,862,692 | 34,423,704 | 16,219 |6|||||Mexico||||||||||||||||||||||1||
V-00268|1091464|TSXV |ExGen Resources Inc.|EXG| 3,447,301 | 344,730,080 ||||Mining||||||||No|||AB|Canada||||||Tier2|| 9,427,877 | 183,198 | 424 |6|||BC,NWT,ON|||||ID||1||1|||||||||||||||||
V-00675|1023859|TSXV |Explor Resources Inc.|EXS| 6,663,903 | 190,397,224 ||||Mining|||||||OTCQB|No|||Quebec|Canada||||||Tier2|| 13,495,818 | 661,169 | 719 |6|||ON,Quebec|||||||1||||||||||||||||1|||
V-03110|1025221|TSXV |Fairmont Resources Inc.|FMR| 560,537 | 37,369,121 ||||Mining||IPO|20100415|||||No|||BC|Canada||||||Tier2|| 8,549,421 | 190,041 | 233 |6|||||||||||||||||||||||||||||
V-03634|1135105|TSXV |Falco Resources Ltd.|FPC| 102,118,246 | 189,107,863 ||||Mining||QT|20100907|20120925||||Yes||1|BC|Canada||||||Tier2|| 24,936,547 | 18,923,039 | 8,434 |6|||Quebec|||||||1||1|||||||1||||||||||
V-02688|1115788|TSXV |Falcon Gold Corp.|FG| 1,481,228 | 32,916,184 ||||Mining||QT from NEX|20071218|20110503 NEX||||Yes|||ON|Canada||||||Tier2|| 11,129,838 | 546,673 | 399 |6|||ON|||||WA||1|1||||||||||||||||||
V-00690|29799|TSXV |Fancamp Exploration Ltd.|FNC| 13,788,147 | 153,201,629 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 37,328,035 | 4,583,062 | 3,368 |6|||ON,Quebec||||||||||||||1|||||||||1||Titanium|
V-02730|1116770|TSXV |Fengro Industries Corp.|FGR| 5,697,278 | 40,694,842 ||||Mining|Agriculture|Other|20080229|||||No|||BC|Canada||||||Tier2|| 904,201 | 178,553 | 118 |6|||||Brazil||||||||||||||||||||||1|Phosphates|
V-00696|1098014|TSXV |Fieldex Exploration Inc.|FLX| 2,820,244 | 15,668,023 ||||Mining||Other|20050107|||||No|||Quebec|Canada||||||||||||||Quebec|||||||||1|1|||||||1||||||1||PGE|
V-04309|1177600|TSXV |Filo Mining Corp.|FIL| 173,313,309 | 72,516,029 ||||Mining||Other|20160826||||NASDAQ OMX|No||1|BC|Canada||||||Tier2|| 1,705,300 | 4,185,914 | 572 |6|||||Argentina, Chile|||||1|||||||||||||||||||
V-00698|1084835|TSXV |Finlay Minerals Ltd.|FYL| 3,708,392 | 74,167,848 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 4,792,110 | 271,558 | 295 |6|||BC|||||||1|1|||||||||||||||1|||
V-04368|1180498|TSXV |Fiore Gold Inc.|F| 44,348,221 | 97,566,128 ||||Mining||Other|20170926|||||No||1|ON|Canada||||||Tier1|| 16,895,913 | 13,249,518 | 7,698 |6|||||Chile|||NV, WA||1|||||||||||||||||||
V-00687|29839|TSXV |Firebird Resources Inc.|FIX| 2,430,313 | 81,010,417 ||||Mining||||||||No|||AB|Canada||||||Tier2|| 1,667,635 | 62,494 | 100 |6||||||||SC||1|||||||||||||||||||
V-00701|1023811|TSXV |Firesteel Resources Inc.|FTR| 23,366,873 | 146,042,955 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 12,132,208 | 1,296,223 | 1,265 |6|||||||||||||||||||||||||||||
V-00702|28858|TSXV |Firestone Ventures Inc.|FV| 4,297,663 | 53,720,791 ||||Mining||||||||No|||AB|Canada||||||Tier2|| 2,345,176 | 274,688 | 295 |6|||||Guatemala|||NV|||1|||||||1|1||||||||||
V-04341|1179135|TSXV |Fireweed Zinc Ltd.|FWZ| 34,022,486 | 30,196,776 ||||Mining||IPO|20170529|||||No|||BC|Canada||||||Tier2|| 8,741,853 | 14,137,111 | 5,961 |6|||YT||||||||||||||||1||||||||||
V-02682|1112058|TSXV |First Bauxite Corporation|FBX| 5,290,343 | 117,563,172 ||||Mining||IPO|20071210|||||No|||ON|Canada||||||Tier2|| 14,957,813 | 594,202 | 245 |6|||||Guyana|||||||||||||||||||||||Bauxite|
V-04064|1159475|TSXV |First Cobalt Corp.|FCC| 158,787,221 | 337,845,152 ||||Mining||Other|20121003||||ASX, OTCQB|No|1|1|BC|Canada||||||Tier2|| 73,698,019 | 70,109,302 | 41,606 |6|||SK|||||||1||||||||||||||||||Cobalt|
V-00497|16675|TSXV |First Energy Metals Limited|FE| 4,644,106 | 12,551,638 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 4,347,944 | 938,493 | 592 |6|||BC|||||||||||||||||||1|||||||
V-04400|1179545|TSXV |First Legacy Mining Corp.|FLM| 581,000 | 12,950,000 ||||Mining||IPO|20180119|||||No|||BC|Canada||||||Tier2|| 392,000 | 67,013 | 49 |5|||Quebec|||||||1|||||||||||||||||||
V-02845|1118018|TSXV |First Mexican Gold Corp.|FMG| 2,725,331 | 90,844,360 ||||Mining||QT|20080711|20110104||||Yes|||BC|Canada||||||Tier2|| 19,225,198 | 758,818 | 979 |6|||||Mexico|||||1|1||||||||||||||||||
V-04169|1167790|TSXV |Fission 3.0 Corp.|FUU| 6,597,059 | 54,975,488 ||||Mining||Other|20131210|||||No|||BC|Canada||||||Tier2|| 24,530,003 | 1,444,538 | 1,898 |6|||AB,SK||Peru||||||||||||||||||1||||||
V-04134|1162870|TSXV |Five Star Diamonds Limited|STAR| 5,606,131 | 128,927,096 ||||Mining||QT from NEX|20130627|20170425 NEX||||Yes|||Brazil|Latin America||||||Tier1|| 8,019,197 | 1,311,512 | 787 |6|||||Brazil|||||||||1|||||||||||||||
V-00713|28805|TSXV |Fjordland Exploration Inc.|FEX| 8,498,401 | 47,213,339 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 3,728,018 | 679,005 | 599 |6|||NL, SK|||||||1||1|||1||||||||||||||
V-03127|1128422|TSXV |Focus Graphite Inc.|FMS| 13,937,454 | 348,436,342 ||||Mining||Other|20100525||||OTCQB|No||1|ON|Canada||||||Tier2|| 34,436,068 | 1,920,760 | 2,780 |6|||Quebec|||||||||||||||||||||||||Graphite|
V-00723|807118|TSXV |Foran Mining Corporation|FOM| 59,278,536 | 123,496,951 ||||Mining||||||||No||1|SK|Canada||||||Tier2|| 10,177,468 | 5,270,757 | 1,670 |6|||MB,SK|||||||||||||||||||||||1||Sulphide|
V-04300|1176910|TSXV |Fortune Bay Corp.|FOR| 7,363,042 | 21,037,263 ||||Mining||Other|20160705|||||No|||NS|Canada||||||Tier2|| 690,645 | 252,843 | 404 |6|||SK|||||||1|||||||||||||||||||
V-00731|40156|TSXV |Forum Energy Metals Corp.|FMC| 5,284,429 | 87,298,904 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 15,418,234 | 927,312 | 1,033 |6|||SK|||||||||1|||||||||||1||||||
V-00708|1023511|TSXV |FPX Nickel Corp.|FPX| 21,903,051 | 146,020,339 ||||Mining||TSX Comedown|20161017|||||No|||BC|Canada||||||Tier2|| 9,206,477 | 1,245,396 | 803 |6|||BC||||||||||1||||||||||||||||
V-02270|1105940|TSXV |Freedom Energy Inc.|FREE| 2,337,681 | 33,395,446 ||||Mining||Other|20060331|||||No|||BC|Canada||||||Tier2|| 2,356,906 | 159,495 | 181 |6||||||||AL,NV||||||||||||||||1|||||
V-00734|29960|TSXV |Freeport Resources Inc.|FRI| 1,009,874 | 16,831,232 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 882,343 | 52,106 | 50 |6|||||||||||||||||||||||||||||
V-02895|1117273|TSXV |Fremont Gold Ltd.|FRE| 5,295,225 | 44,314,372 ||||Mining||IPO|20080924|||||No|||BC|Canada||||||Tier2|| 11,103,107 | 1,791,631 | 1,022 |6||||||||NV||1|||||||||||||||||||
V-00930|1023563|TSXV |Frontier Lithium Inc.|FL| 66,366,268 | 147,480,596 ||||Mining|||19950410|||||No||1|ON|Canada||||||Tier2|| 6,655,162 | 3,947,095 | 2,412 |6|||ON|||||||||||||||||||1|||||||
V-02970|1118337|TSXV |Frontline Gold Corporation|FGC| 2,106,950 | 140,463,361 ||||Mining||QT|20090407|20100114||||Yes|||NS|Canada||||||Tier2|| 7,052,093 | 119,432 | 227 |6|Mali||BC,ON||||Turkey|||1|||||||||||||||||||
V-00740|1094723|TSXV |Full Metal Minerals Ltd.|FMM| 29,655 | 5,930,940 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 144,553 | 15,898 | 62 |4||||||||AK||1||1|||||||||||||||||
V-02523|1111753|TSXV |Fura Gems Inc.|FURA| 39,705,353 | 94,536,555 ||||Mining||QT|20070530|20071128||||Yes|||ON|Canada||||||Tier2|| 10,019,193 | 6,668,611 | 2,724 |6|Mozambique||||Colombia|||||||||||||||||||||||Emeralds, Rubies|
V-04407|1180667|TSXV |Gabriel Resources Ltd.|GBU| 134,558,473 | 384,452,780 ||||Mining||TSX Comedown|20180201|||||No|||England|UK/Europe||||||Tier2|| 2,348,004 | 832,144 | 500 |5|||||||Romania|||1|1|1|||||||||||||||||
V-03859|1146290|TSXV |Gainey Capital Corp.|GNC| 2,897,771 | 58,678,940 ||||Mining||QT|20110907|20131003||||Yes|||BC|Canada||||||Tier2|| 3,666,808 | 312,863 | 413 |6|||||Mexico|||||1|||||||||||||||||||
V-02849|1118764|TSXV |Galane Gold Ltd.|GG| 7,340,238 | 146,804,760 ||||Mining||QT from NEX|20080714|20110906 NEX||||Yes|||ON|Canada||||||Tier1|| 10,242,366 | 585,675 | 615 |6|Botswana|||||||||1|||||||||||||||||||
V-00754|1062292|TSXV |Galantas Gold Corporation|GAL| 18,754,919 | 187,549,186 ||||Mining|||||||AIM|No|||ON|Canada||||||Tier2|| 7,274,708 | 722,429 | 551 |6|||||||Ireland|||1|||||||||||||||||||
V-01578|1064610|TSXV |Galileo Exploration Ltd.|GXL| 603,792 | 24,151,681 ||||Mining||||||||Yes|||BC|Canada||||||Tier2|| 5,472,334 | 388,736 | 521 |6|||SK|||||||1|||||||||||||||||||
V-02474|1106069|TSXV |Galore Resources Inc.|GRI| 1,705,432 | 113,695,461 ||||Mining||Other|20070319|||||No|||BC|Canada||||||Tier2|| 5,588,477 | 191,729 | 297 |6|||BC||Mexico|||||1||1|||||||||||||||||
V-04095|1161506|TSXV |Galway Gold Inc.|GLW| 6,237,012 | 166,261,932 ||||Mining||Other|20130121|||||No|||ON|Canada||||||Tier2|| 5,266,777 | 389,250 | 293 |6|||||Colombia|||||1|||||||||||||||||||
V-04096|1161505|TSXV |Galway Metals Inc.|GWM| 17,079,352 | 86,630,884 ||||Mining||Other|20130104|||||No|||ON|Canada||||||Tier2|| 5,242,318 | 1,335,748 | 771 |6||||||||NM|||||||1||||||||||1||||
V-00761|1023604|TSXV |Garibaldi Resources Corp.|GGI| 318,034,169 | 107,443,976 ||||Mining||||||||No|1|1|BC|Canada||||||Tier2|| 30,957,786 | 84,902,222 | 33,748 |6|||||Mexico|||||1|1|||||||||||||||1|||
V-04082|1159155|TSXV |GCC Global Capital Corporation|GCCC| 310,827 | 12,527,200 ||||Mining||QT|20121220|20150108||||Yes|||BC|Canada||||||Tier2|| 757,100 | 137,068 | 99 |6|||AB||||||||||||||||||||||||||
V-00457|17446|TSXV |Gem International Resources Inc.|GI| 582,655 | 58,265,539 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 6,829,621 | 110,066 | 172 |2|||||||||||||||||||||||||||||
V-03722|1142725|TSXV |Genesis Metals Corp.|GIS| 5,060,390 | 72,396,704 ||||Mining||IPO|20110211|||||No|||BC|Canada||||||Tier2|| 22,958,031 | 2,345,850 | 2,101 |6|||Canada|||||||1|||||||||||||||||||
V-00161|1011549|TSXV |Gensource Potash Corporation|GSP| 49,141,453 | 351,010,382 ||||Mining||||||||No||1|ON|Canada||||||Tier2|| 28,700,198 | 3,563,414 | 2,482 |6|||SK||||||||||||||||||1||||||||
V-03892|1141860|TSXV |Gentor Resources Inc.|GNT| 1,131,139 | 11,906,730 ||||Mining||Other|20111107|||||No|||ON|Canada||||||Tier2|| 403,190 | 34,435 | 30 |4|||||||Turkey|||||1|||||||||||||||||
V-03636|1137321|TSXV |Geomega Resources Inc.|GMA| 8,106,537 | 90,072,634 ||||Mining||IPO|20100930|||||No|||Quebec|Canada||||||Tier2|| 17,013,042 | 1,692,075 | 1,429 |6|||Quebec|||||||||||||||||||||||||Graphite|
V-02623|1113792|TSXV |Gespeg Copper Resources Inc.|GCR| 2,183,215 | 79,491,845 ||||Mining||QT from NEX|20071024|20120103 NEX||||Yes|||SK|Canada||||||Tier2|| 3,472,865 | 109,239 | 115 |6|||Quebec|||||||||1|||1||||||||||||||
V-00782|22045|TSXV |Getty Copper Inc.|GTC| 1,626,408 | 108,427,205 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 1,792,936 | 45,750 | 82 |6|||BC|||||||||1|||1||||||||||||||
V-04020|1155600|TSXV |GFG Resources Inc.|GFG| 19,013,862 | 87,864,648 ||||Mining||QT from NEX|20120626|20161027 NEX|||OTCQB|Yes||1|SK|Canada||||||Tier2|| 12,144,713 | 4,094,914 | 2,136 |6||||||||WY||1|||||||||||||||||||
V-00748|20855|TSXV |GGL Resources Corp.|GGL| 2,320,180 | 22,096,949 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 585,490 | 79,143 | 169 |6|||BC,NWT|||||||1||1|1|1|||||||||||||||
V-03735|1138395|TSXV |GGX Gold Corp.|GGX| 3,177,771 | 42,370,276 ||||Mining||IPO|20110216|||||No|||BC|Canada||||||Tier2|| 27,540,545 | 3,104,643 | 1,593 |6|||BC|||||||1|||||||||||||||||||
V-00899|15138|TSXV |Giga Metals Corporation|GIGA| 11,794,724 | 42,124,015 ||||Mining||TSX Comedown|20141020|||||No|||BC|Canada||||||Tier2|| 12,608,565 | 4,677,844 | 2,415 |6|||BC||||||||||1||||||||||||||||
V-03026|1024444|TSXV |Gitennes Exploration Inc.|GIT| 5,894,118 | 84,201,682 ||||Mining||Other|20091019|||||No|||BC|Canada||||||Tier2|| 6,034,115 | 428,742 | 373 |6|||||||||||||||||||||||||||||
V-02725|1116051|TSXV |Giyani Metals Corp.|WDG| 17,582,620 | 81,779,628 ||||Mining||QT|20080229|20091120||||Yes||1|ON|Canada||||||Tier2|| 6,131,901 | 1,632,695 | 1,077 |6|Botswana|||||||||||||||||||||||||||Manganese|
V-03028|1123950|TSXV |Glacier Lake Resources Inc.|GLI| 2,576,181 | 51,523,628 ||||Mining||IPO|20091007|||||No|||BC|Canada||||||Tier2|| 12,049,573 | 868,920 | 652 |6|||BC||||||||1|1|||1||||||||||||||
V-01436|1079919|TSXV |Glen Eagle Resources Inc.|GER| 10,358,514 | 82,868,108 ||||Mining||||||||No|||Quebec|Canada||||||Tier2|| 7,405,301 | 1,273,558 | 954 |6|||Quebec||Honduras|||||1||||||||||||||||||Phosphate|
V-00155|830519|TSXV |Global Atomic Corporation|GLO| 35,309,291 | 106,997,850 ||||Mining||RTO|||20060710|||No||1|ON|Canada||||||Tier2|| 12,367,851 | 3,197,861 | 1,108 |6|||||||Turkey||||||||||||1||||||||||
V-04330|1175125|TSXV |Global Energy Metals Corporation|GEMC| 2,831,115 | 35,380,297 ||||Mining||Other|20170301|||||No|||BC|Canada||||||Tier2|| 16,698,755 | 2,985,086 | 2,604 |6|||ON|||||||1|1|1||||||||||||||||Cobalt|
V-02411|1109065|TSXV |GMV Minerals Inc.|GMV| 6,257,017 | 34,761,206 ||||Mining||QT|20061213|20080104||||Yes|||BC|Canada||||||Tier2|| 3,073,556 | 687,138 | 396 |6|||||||||||||||||||||||||||||
V-00802|1023454|TSXV |GobiMin Inc.|GMN| 20,002,193 | 50,005,482 ||||Mining||RTO|19960312||20051012|20051012||No|||Hong Kong|Asia|||Hong Kong|||Tier2|| 78,790 | 30,740 | 39 |6||||China||||||1||1|1||||||||||||||||
V-03959|1154445|TSXV |Gold Reserve Inc.|GRZ| 317,070,203 | 99,395,048 ||||Mining||TSX Comedown|20120201||||OTCQX|No||1|USA|USA|Spokane|WA||||Tier2|| 944,930 | 3,052,546 | 1,676 |6|||||Venezuela|||||1|1||||||||||||||||||
V-01754|1062262|TSXV |Gold Rush Cariboo Corp.|GDBO| 5,911,112 | 39,407,411 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 4,140,954 | 812,229 | 211 |6|||BC|||||||1|||||||||||||||||||
V-00199|14380|TSXV |Goldbank Mining Corporation|GLB| 9,408,227 | 64,884,322 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 174,119 | 26,673 | 45 |6|||||||||||||||||||||||||||||
V-04050|1159480|TSXV |Goldbelt Empires Limited|GBE| 565,000 | 36,250,000 ||||Mining||QT from NEX|20120910|20151027 NEX||||Yes|||Hong Kong|Asia|||Hong Kong|||Tier2|| 4,022,528 | 87,544 | 120 |3|Mali|||||||||1||||||||||||||||1|||
V-00816|20469|TSXV |Goldcliff Resource Corporation|GCN| 1,983,399 | 19,833,991 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 7,078,474 | 1,068,320 | 1,151 |6|||BC|||||NV||1|1|1|||||||||||||||||
V-00819|1096692|TSXV |Golden Arrow Resources Corporation|GRG| 47,928,023 | 101,974,517 ||||Mining|||||||OTCQB|No||1|BC|Canada||||||Tier2|| 11,750,553 | 6,590,471 | 4,069 |6|||||Argentina|||||||||||||||||||||1|||
V-02566|1100584|TSXV |Golden Dawn Minerals Inc.|GOM| 18,187,610 | 69,952,345 ||||Mining||Other|20070810|||||No||1|BC|Canada||||||Tier2|| 23,702,279 | 5,471,358 | 2,508 |6|||||||||||||||||||||||||||||
V-00825|1023020|TSXV |Golden Goliath Resources Ltd.|GNG| 2,666,522 | 106,660,889 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 6,406,706 | 253,478 | 524 |6|||||Mexico|||||1|1||||||||||||||||||
V-00828|1062313|TSXV |Golden Hope Mines Limited|GNH| 1,364,434 | 13,644,338 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 2,674,115 | 252,523 | 379 |6|||Quebec|||||||1||||||||||||||||1|||
V-02839|1118640|TSXV |Golden Predator Mining Corp.|GPY| 54,791,557 | 130,456,088 ||||Mining||Other|20080630||||OTCQX|No||1|BC|Canada||||||Tier1|| 18,411,777 | 10,378,527 | 5,932 |6|||YT|||||||1|1|1|||1|||1|1||||||||||
V-00245|1023713|TSXV |Golden Pursuit Resources Ltd.|GDP| 4,704,615 | 31,364,103 ||||Mining||RTO|||20050119|||No|||BC|Canada||||||Tier2|| 3,260,757 | 563,551 | 356 |6|||||Mexico||||||1||||||||||||||||||
V-02395|1101079|TSXV |Golden Reign Resources Ltd.|GRR| 36,499,745 | 192,103,920 ||||Mining||Other|20061127|||||No||1|BC|Canada||||||Tier2|| 15,591,337 | 3,263,546 | 1,249 |6|||||Nicaragua|||||1|||||||||||||||||||
V-03870|1148995|TSXV |Golden Ridge Resources Ltd.|GLDN| 12,093,057 | 73,596,673 ||||Mining||RTO|20111003|20120423|20171019|||Yes|||BC|Canada||||||Tier2|| 41,079,967 | 5,617,695 | 3,069 |6|||BC|||||||1|1|1|||||||||||||||||
V-01109|30405|TSXV |Golden Secret Ventures Ltd.|GGS| 8,324,813 | 33,299,252 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 3,585,132 | 1,266,871 | 467 |6|||BC, ON||||||||||||||||||||||||1||
V-02714|1116529|TSXV |Golden Share Resources Corporation|GSH| 6,903,242 | 38,351,345 ||||Mining||IPO|20080114|||||No|||ON|Canada||||||Tier2|| 1,254,447 | 282,879 | 438 |6|||ON|||||||1|||||||||||||||||||
V-00834|21540|TSXV |Golden Tag Resources Ltd.|GOG| 4,340,961 | 78,926,558 ||||Mining||||||||No|||Quebec|Canada||||||Tier2|| 2,838,218 | 139,960 | 264 |6|||ON,Quebec||Mexico|||||1|1||||||||||||||||||
V-00835|1070262|TSXV |Golden Valley Mines Ltd.|GZZ| 37,173,801 | 132,763,575 ||||Mining||||||||Yes||1|Quebec|Canada||||||Tier2|| 6,316,645 | 1,757,753 | 671 |6|Sierra Leone||ON,Quebec|||||||1|1|1|||||||1|||||||1|||
V-00836|19421|TSXV |Goldex Resources Corporation|GDX| 6,850,223 | 11,417,039 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 4,623,869 | 5,222,916 | 4,714 |6|||||Guatemala|||||1|||||||||||||||||||
V-01371|35273|TSXV |GoldON Resources Ltd.|GLD| 1,074,524 | 8,954,370 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 504,667 | 77,972 | 182 |6|||ON|||||||1|||||||||||||||||||
V-04323|1178611|TSXV |Goldplay Exploration Ltd.|GPLY| 5,107,485 | 34,187,572 ||||Mining||QT|20170130|20180306||||Yes|||BC|Canada||||||Tier2|| 3,542,625 | 917,146 | 368 |4|||||Mexico|||||1|1||||||||||||||||||
